ship,area,date,trip_no,is_cancellation,tsuri_mono_raw,tsuri_mono,main_sub,fish_raw,time_slot,cnt_min,cnt_max,cnt_avg,is_boat,size_min,size_max,kg_min,kg_max,tackle,point_place1,point_place2,point_place3,depth_min,depth_max,water_temp_min,water_temp_max,water_color,wind_direction,wind_speed,tide_info,wave_info,weather,by_catch,cancel_reason,cancel_type,kanso_raw,suion_raw,suishoku_raw
大洗丸,大洗港,2024/02/03,1,0,マダイ,マダイ,サブ,ヒラメ,,0,7,3.5,0,,,0.5,4.2,,,,,,,,,,,,,,,"ブリ,カサゴ,ウマヅラハギ",,,テンヤマダイ・ヒラメ。食い活発。4.2kgの特ヒラメ初め釣れる。群れに乗せ釣る。釣人、上手く釣る!マダイ・ヒラメ釣れる。他にブリ・カサゴ・ウマヅラハギ。,,
大洗丸,大洗港,2024/02/01,1,0,マダイ,マダイ,メイン,マダイ,,5,9,7.0,0,,,0.5,3.0,,,,,,,,,,,,,,,,,,テンヤマダイ・2人の釣果。3kg、2.3kgの大ダイはじめ、テンヤマダイ釣れる。釣り人竿操作上手く釣る!,,
庄治郎丸,平塚港,2024/02/29,1,0,タイ五目,タイ五目,メイン,アジ,,5,20,12.5,0,18,30,,,,,,,,,,,,,,,,,"ヘダイ,イトヨリ,アマダイ",,,LT五目。他にヘダイ・イトヨリ・アマダイ・イシダイ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/29,1,0,タイ五目,タイ五目,メイン,マダイ,,0,1,0.5,0,,,1.0,1.35,,,,,,,,,,,,,,,"ヘダイ,イトヨリ,アマダイ",,,LT五目。他にヘダイ・イトヨリ・アマダイ・イシダイ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/29,1,0,タイ五目,タイ五目,メイン,ハナダイ,,0,3,1.5,0,,,,,,,,,,,,,,,,,,,"ヘダイ,イトヨリ,アマダイ",,,LT五目。他にヘダイ・イトヨリ・アマダイ・イシダイ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/29,1,0,タイ五目,タイ五目,メイン,クロダイ,,,,,0,,,1.0,1.0,,,,,,,,,,,,,,,"ヘダイ,イトヨリ,アマダイ",,,LT五目。他にヘダイ・イトヨリ・アマダイ・イシダイ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/29,2,0,マルイカ,マルイカ,メイン,マルイカ,,0,4,2.0,0,17,30,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/29,3,0,アマダイ,アマダイ,メイン,アマダイ,,0,10,5.0,0,5,5,,,,,,,,,,,,,,,,,"トラギス,ガンゾウビラメ,ワニゴチ",,,他にトラギス・ガンゾウビラメ・ワニゴチ・アカイサキ・オニカサゴ・キダイ・ムシガレイ・アカボラ。 4 2隻の釣果。テンビン・テンヤで他、指5本(100cm)。他にカンコ。,,
庄治郎丸,平塚港,2024/02/29,4,0,タチウオ,タチウオ,メイン,タチウオ,,5,21,13.0,0,127,127,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/29,5,0,マダイ,マダイ,サブ,アジ,,,,,0,,,,,,,,,,,,,,,,,,,,,,マダイバラシあり。,,
庄治郎丸,平塚港,2024/02/29,5,0,マダイ,マダイ,サブ,大サバ,,,,,0,,,,,,,,,,,,,,,,,,,,,,マダイバラシあり。,,
庄治郎丸,平塚港,2024/02/29,5,0,マダイ,マダイ,メイン,アマダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,マダイバラシあり。,,
庄治郎丸,平塚港,2024/02/29,5,0,マダイ,マダイ,サブ,イトヨリ,,,,,0,,,,,,,,,,,,,,,,,,,,,,マダイバラシあり。,,
庄治郎丸,平塚港,2024/02/29,5,0,マダイ,マダイ,サブ,イナダ,,,,,0,,,,,,,,,,,,,,,,,,,,,,マダイバラシあり。,,
庄治郎丸,平塚港,2024/02/28,1,0,タイ五目,タイ五目,メイン,アジ,,12,20,16.0,0,16,32,,,,,,,,,,,,,,,,,"ハナダイ,アマダイ,カナガシラ",,,LT五目。他にハナダイ・アマダイ・カナガシラ・ムシガレイ・ヘダイ・サバ。,,
庄治郎丸,平塚港,2024/02/28,1,0,タイ五目,タイ五目,メイン,イシダイ,,0,3,1.5,0,,,0.3,0.4,,,,,,,,,,,,,,,"ハナダイ,アマダイ,カナガシラ",,,LT五目。他にハナダイ・アマダイ・カナガシラ・ムシガレイ・ヘダイ・サバ。,,
庄治郎丸,平塚港,2024/02/28,2,0,アマダイ,アマダイ,メイン,アマダイ,,2,13,7.5,0,15,39,,,,,,,,,,,,,,,,,"ガンゾウビラメ,トラギス,ホウボウ",,,他にガンゾウビラメ・トラギス・ホウボウ・アカボラ・キダイ・ムシガレイ・サバ。 3 2隻の釣果。他に大サバ。,,
庄治郎丸,平塚港,2024/02/28,3,0,タチウオ,タチウオ,メイン,タチウオ,,2,18,10.0,0,117,117,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/28,4,0,マルイカ,マルイカ,メイン,マルイカ,,2,45,23.5,0,17,30,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/26,1,0,タイ五目,タイ五目,メイン,アジ,,5,30,17.5,0,18,32,,,,,,,,,,,,,,,,,"サバ,カナガシラ,ヘダイ",,,LT五目。他にサバ・カナガシラ・ヘダイ・マトウダイ。,,
庄治郎丸,平塚港,2024/02/26,2,0,アマダイ,アマダイ,メイン,アマダイ,,4,12,8.0,0,20,38,,,,,,,,,,,,,,,,,"イトヨリ,クラカケ,ガンゾウビラメ",,,他にイトヨリ・クラカケ・ガンゾウビラメ・トラギス・マトウダイ・アカボラ・アラ。,,
庄治郎丸,平塚港,2024/02/26,3,0,タチウオ,タチウオ,メイン,タチウオ,,12,24,18.0,0,,,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/25,1,0,タイ五目,タイ五目,メイン,アジ,,6,11,8.5,0,18,30,,,,,,,,,,,,,,,,,"アカボラ,アマダイ,ヘダイ",,,LT五目。他にアカボラ・アマダイ・ヘダイ・イサキ・ハナダイ・オニカサゴ。,,
庄治郎丸,平塚港,2024/02/25,1,0,タイ五目,タイ五目,メイン,マダイ,,,,,0,,,0.5,0.5,,,,,,,,,,,,,,,"アカボラ,アマダイ,ヘダイ",,,LT五目。他にアカボラ・アマダイ・ヘダイ・イサキ・ハナダイ・オニカサゴ。,,
庄治郎丸,平塚港,2024/02/25,2,0,アマダイ,アマダイ,メイン,アマダイ,,4,6,5.0,0,20,30,,,,,,,,,,,,,,,,,"イトヨリ,ムシガレイ,カナガシラ",,,他にイトヨリ・ムシガレイ・カナガシラ・エビスダイ・レンコダイ・アカボラ・アラ。,,
庄治郎丸,平塚港,2024/02/25,3,0,タチウオ,タチウオ,メイン,タチウオ,,10,34,22.0,0,,,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/25,4,0,マルイカ,マルイカ,メイン,マルイカ,,1,31,16.0,0,17,30,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/25,5,0,マダイ,マダイ,メイン,マダイ,,0,2,1.0,0,,,0.7,1.8,,,,,,,,,,,,,,,"大アジ,アジ,サバ",,,他に大アジ・アジ・サバ・クロムツ・オニカサゴ。,,
庄治郎丸,平塚港,2024/02/24,1,0,タイ五目,タイ五目,メイン,イトヨリ,,,,,0,,,1.1,1.1,,,,,,,,,,,,,,,"アジ,ハナダイ,ヘダイ",,,LT五目。他にアジ・ハナダイ・ヘダイ・シロアマダイ・イシダイ・ホウボウ・アカボラ・イサキ・カサゴ・エソ・マハタ。,,
庄治郎丸,平塚港,2024/02/24,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,6,3.0,0,20,45,,,,,,,,,,,,,,,,,"イトヨリ,ガンゾウビラメ,ホウボウ",,,他40cm。他にイトヨリ・ガンゾウビラメ・ホウボウ・カナガシラ・ムシガレイ・オニカサゴ・アカボラ。 3 2隻の釣果。テンビン・テンヤ他109cm。ジギング他115cm。他に大サバ。,,
庄治郎丸,平塚港,2024/02/24,3,0,タチウオ,タチウオ,メイン,タチウオ,,8,57,32.5,0,134,134,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/24,4,0,マルイカ,マルイカ,メイン,マルイカ,,4,21,12.5,0,15,30,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/23,1,0,タイ五目,タイ五目,メイン,アジ,,10,28,19.0,0,20,36,,,,,,,,,,,,,,,,,"ハナダイ,アマダイ,サバ",,,LT五目。他にハナダイ・アマダイ・サバ・マトウダイ・サクラダイ・ヘダイ・ムシガレイ・イシダイ。,,
庄治郎丸,平塚港,2024/02/23,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,9,4.5,0,20,35,,,,,,,,,,,,,,,,,"ガンゾウビラメ,サバ,イトヨリ",,,他にガンゾウビラメ・サバ・イトヨリ・アオハタ・アカボラ・オニカサゴ・メゴチ・ムシガレイ・エビスダイ。,,
庄治郎丸,平塚港,2024/02/23,3,0,タチウオ,タチウオ,メイン,タチウオ,,10,43,26.5,0,,,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/23,4,0,マルイカ,マルイカ,メイン,マルイカ,,10,51,30.5,0,15,25,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/21,1,0,タイ五目,タイ五目,メイン,アジ,,10,20,15.0,0,20,30,,,,,,,,,,,,,,,,,"ヘダイ,サバ",,,LT五目。他にヘダイ・サバ。,,
庄治郎丸,平塚港,2024/02/21,2,0,タチウオ,タチウオ,メイン,タチウオ,,10,29,19.5,0,107,107,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/18,1,0,タイ五目,タイ五目,メイン,大アジ,,15,25,20.0,0,20,38,,,,,,,,,,,,,,,,,"ハナダイ,イサキ,マトウダイ",,,LT五目。他にハナダイ・イサキ・マトウダイ・サバ・ヘダイ。,,
庄治郎丸,平塚港,2024/02/18,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,4,2.0,0,20,40,,,,,,,,,,,,,,,,,"ヒメジ,ガンゾウビラメ,クラカケ",,,他にヒメジ・ガンゾウビラメ・クラカケ・オニカサゴ・アラ・ホウボウ・アカボラ・ムシガレイ。 3 2隻の釣果。テンビン、テンヤはバラシ多し。他にシロムツ。,,
庄治郎丸,平塚港,2024/02/18,3,0,タチウオ,タチウオ,メイン,タチウオ,,3,23,13.0,0,,,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/18,4,0,マルイカ,マルイカ,メイン,マルイカ,,1,23,12.0,0,15,27,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/17,1,0,タイ五目,タイ五目,メイン,アジ,,4,20,12.0,0,18,36,,,,,,,,,,,,,,,,,"ハナダイ,ヘダイ,サバ",,,LT五目。他にハナダイ・ヘダイ・サバ・カサゴ。,,
庄治郎丸,平塚港,2024/02/17,2,0,アマダイ,アマダイ,メイン,アマダイ,,4,15,9.5,0,20,38,,,,,,,,,,,,,,,,,"ガンゾウビラメ,トラギス,シロアマダイ",,,他にガンゾウビラメ・トラギス・シロアマダイ・イトヨリ・オニカサゴ・カナガシラ。 3 2隻の釣果。他にシロムツ。,,
庄治郎丸,平塚港,2024/02/17,3,0,タチウオ,タチウオ,メイン,タチウオ,,2,21,11.5,0,,,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/17,4,0,マルイカ,マルイカ,メイン,マルイカ,,1,17,9.0,0,14,25,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/14,1,0,タイ五目,タイ五目,メイン,アジ,,13,50,31.5,0,18,30,,,,,,,,,,,,,,,,,"サバ,イサキ,マトウダイ",,,LT五目。大中小サイズ。他にサバ・イサキ・マトウダイ。,,
庄治郎丸,平塚港,2024/02/14,2,0,アマダイ,アマダイ,メイン,アマダイ,,2,16,9.0,0,20,37,,,,,,,,,,,,,,,,,"トラギス,ガンゾウビラメ,アカボラ",,,他にトラギス・ガンゾウビラメ・アカボラ・サバ・カナガシラ・ムシガレイ・キダイ・イトヨリ。 3 2隻の釣果。,,
庄治郎丸,平塚港,2024/02/14,3,0,タチウオ,タチウオ,メイン,タチウオ,,1,14,7.5,0,110,110,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/14,4,0,マルイカ,マルイカ,メイン,マルイカ,,0,15,7.5,0,15,25,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,1,0,タイ五目,タイ五目,メイン,アジ,,5,15,10.0,0,,,,,,,,,,,,,,,,,,,"ホウボウ,マトウダイ,サバ",,,LT五目。大中小交じり。他にホウボウ・マトウダイ・サバ・ハナダイ・クロムツ。,,
庄治郎丸,平塚港,2024/02/12,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,9,4.5,0,20,53,,,,,,,,,,,,,,,,,"イトヨリ,クラカケ,ガンゾウビラメ",,,他にイトヨリ・クラカケ・ガンゾウビラメ・オニカサゴ・アカボラ・レンコダイ・ムシガレイ・アラ。,,
庄治郎丸,平塚港,2024/02/12,3,0,タチウオ,タチウオ,メイン,タチウオ,,7,26,16.5,0,115,115,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,4,0,マルイカ,マルイカ,メイン,マルイカ,,0,51,25.5,0,15,30,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,5,0,マダイ,マダイ,メイン,マダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,5,0,マダイ,マダイ,サブ,大アジ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,5,0,マダイ,マダイ,サブ,大サバ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,5,0,マダイ,マダイ,メイン,アマダイ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,5,0,マダイ,マダイ,サブ,イトヨリ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/12,5,0,マダイ,マダイ,サブ,クロムツ,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/11,1,0,タイ五目,タイ五目,メイン,アジ,,10,30,20.0,0,15,24,,,,,,,,,,,,,,,,,"マダイ,ハナダイ,イシダイ",,,LT五目・2隻の釣果。他にマダイ・ハナダイ・イシダイ・イサキ・ヘダイ・サバ・ベラ・アマダイ・シロアマダイ・カサゴ・ムシガレイ。 2 3 2隻の釣果。,,
庄治郎丸,平塚港,2024/02/11,2,0,タチウオ,タチウオ,メイン,タチウオ,,2,21,11.5,0,112,112,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/11,3,0,マルイカ,マルイカ,メイン,マルイカ,,0,18,9.0,0,18,26,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/10,1,0,タイ五目,タイ五目,メイン,アジ,,2,13,7.5,0,25,30,,,,,,,,,,,,,,,,,"ヘダイ,イシダイ,大サバ",,,LT五目。他にヘダイ・イシダイ・大サバ・サバ・カサゴ・イトヨリ・アマダイ・ムシガレイ。,,
庄治郎丸,平塚港,2024/02/10,1,0,タイ五目,タイ五目,メイン,ヒラメ,,,,,0,,,0.5,0.5,,,,,,,,,,,,,,,"ヘダイ,イシダイ,大サバ",,,LT五目。他にヘダイ・イシダイ・大サバ・サバ・カサゴ・イトヨリ・アマダイ・ムシガレイ。,,
庄治郎丸,平塚港,2024/02/10,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,18,9.0,0,20,52,1.5,1.5,,,,,,,,,,,,,,,"アオハタ,オニカサゴ,クラカケ",,,他にアオハタ・オニカサゴ・クラカケ・ガンゾウビラメ・サバ・ムシガレイ・アカボラ・トラギス・レンコダイ・ミシマオコゼ。 3 4 2隻の釣果。,,
庄治郎丸,平塚港,2024/02/10,3,0,タチウオ,タチウオ,メイン,タチウオ,,5,28,16.5,0,125,125,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/10,4,0,マルイカ,マルイカ,メイン,マルイカ,,0,12,6.0,0,15,25,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/09,1,0,タイ五目,タイ五目,メイン,ハナダイ,,0,10,5.0,0,,,,,,,,,,,,,,,,,,,"イナダ,イサキ,ヘダイ",,,LT五目。他にイナダ・イサキ・ヘダイ・アジ・カワハギ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/09,1,0,タイ五目,タイ五目,メイン,イシダイ,,0,2,1.0,0,,,0.4,0.85,,,,,,,,,,,,,,,"イナダ,イサキ,ヘダイ",,,LT五目。他にイナダ・イサキ・ヘダイ・アジ・カワハギ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/09,1,0,タイ五目,タイ五目,メイン,ヒラメ,,,,,0,,,1.5,1.5,,,,,,,,,,,,,,,"イナダ,イサキ,ヘダイ",,,LT五目。他にイナダ・イサキ・ヘダイ・アジ・カワハギ・ホウボウ。,,
庄治郎丸,平塚港,2024/02/09,2,0,アマダイ,アマダイ,メイン,アマダイ,,3,10,6.5,0,20,38,,,,,,,,,,,,,,,,,"ガンゾウビラメ,オニカサゴ,アカボラ",,,他にガンゾウビラメ・オニカサゴ・アカボラ・ミシマオコゼ・アラ・レンコダイ。 3 2隻の釣果。他125cm。,,
庄治郎丸,平塚港,2024/02/09,3,0,タチウオ,タチウオ,メイン,タチウオ,,6,33,19.5,0,130,130,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/09,4,0,マルイカ,マルイカ,メイン,マルイカ,,0,26,13.0,0,16,25,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/08,1,0,タイ五目,タイ五目,メイン,アジ,,14,23,18.5,0,25,30,,,,,,,,,,,,,,,,,"カワハギ,ヘダイ,イシダイ",,,LT五目。他にカワハギ・ヘダイ・イシダイ。,,
庄治郎丸,平塚港,2024/02/08,1,0,タイ五目,タイ五目,メイン,ハナダイ,,0,2,1.0,0,,,,,,,,,,,,,,,,,,,"カワハギ,ヘダイ,イシダイ",,,LT五目。他にカワハギ・ヘダイ・イシダイ。,,
庄治郎丸,平塚港,2024/02/08,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,8,4.0,0,20,53,,,,,,,,,,,,,,,,,"ガンゾウビラメ,アカボラ,クラカケ",,,他51cm。他にガンゾウビラメ・アカボラ・クラカケ・トラフグ・イトヨリ・ムシガレイ・アラ・レンコダイ。 3 2隻の釣果。他125cm。,,
庄治郎丸,平塚港,2024/02/08,3,0,タチウオ,タチウオ,メイン,タチウオ,,8,36,22.0,0,128,128,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/08,4,0,マルイカ,マルイカ,メイン,マルイカ,,2,42,22.0,0,16,26,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/08,5,0,マダイ,マダイ,メイン,マダイ,,0,1,0.5,0,,,0.8,0.8,,,,,,,,,,,,,,,"大アジ,サバ,イトヨリ",,,他に大アジ・サバ・イトヨリ・アカイサキ・クロムツ・アマダイ。,,
庄治郎丸,平塚港,2024/02/07,1,0,アマダイ,アマダイ,メイン,アマダイ,,1,6,3.5,0,20,38,,,,,,,,,,,,,,,,,"ホウボウ,サバ,クラカケ",,,他にホウボウ・サバ・クラカケ・ガンゾウビラメ・クルマダイ・ヒメジ・アカボラ。,,
庄治郎丸,平塚港,2024/02/07,2,0,タチウオ,タチウオ,メイン,タチウオ,,1,12,6.5,0,120,120,,,テンヤ,,,,,,,,,,,,,,ニベ,,,他にニベ。 3 2隻の釣果。,,
庄治郎丸,平塚港,2024/02/07,3,0,マルイカ,マルイカ,メイン,マルイカ,,0,8,4.0,0,18,26,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/05,1,0,タイ五目,タイ五目,メイン,アジ,,5,20,12.5,0,,,,,,,,,,,,,,,,,,,"ハナダイ,ヘダイ,サバ",,,LT五目。他にハナダイ・ヘダイ・サバ・カイワリ。,,
庄治郎丸,平塚港,2024/02/05,2,0,アマダイ,アマダイ,メイン,アマダイ,,2,8,5.0,0,20,35,,,,,,,,,,,,,,,,,"小アラ,アカボラ,ベラ",,,他に小アラ・アカボラ・ベラ。,,
庄治郎丸,平塚港,2024/02/05,3,0,タチウオ,タチウオ,メイン,タチウオ,,20,64,42.0,0,121,121,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/05,4,0,マルイカ,マルイカ,メイン,マルイカ,,25,85,55.0,0,20,27,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/04,1,0,タイ五目,タイ五目,メイン,アジ,,15,30,22.5,0,,,,,,,,,,,,,,,,,,,"ハナダイ,アマダイ,ヘダイ",,,LT五目。他にハナダイ・アマダイ・ヘダイ・サバ。,,
庄治郎丸,平塚港,2024/02/04,2,0,アマダイ,アマダイ,メイン,アマダイ,,1,8,4.5,0,20,52,1.4,1.4,,,,,,,,,,,,,,,"ホウボウ,カサゴ,小アラ",,,他44cm、39cm。他にホウボウ・カサゴ・小アラ。,,
庄治郎丸,平塚港,2024/02/04,3,0,タチウオ,タチウオ,メイン,タチウオ,,15,35,25.0,0,,,,,テンヤ,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/04,4,0,マルイカ,マルイカ,メイン,マルイカ,,8,69,38.5,0,20,28,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/04,5,0,マダイ,マダイ,メイン,マダイ,,0,2,1.0,0,,,1.1,2.6,,,,,,,,,,,,,,,"大サバ,サバ,アジ",,,他に大サバ・サバ・アジ・クロムツ。,,
庄治郎丸,平塚港,2024/02/03,1,0,タイ五目,タイ五目,メイン,小アジ,,2,30,16.0,0,,,,,,,,,,,,,,,,,,,"ハナダイ,マトウダイ,ヘダイ",,,LT五目。他にハナダイ・マトウダイ・ヘダイ・サバ・アマダイ・クロムツ。 2 2隻の釣果。他にホウボウ・ミノカサゴ・クラカケ・イトヨリ・ミシマオコゼ・ワニゴチ・アカボラ・オニカサゴ。,,
庄治郎丸,平塚港,2024/02/03,1,0,タイ五目,タイ五目,メイン,マダイ,,0,1,0.5,0,,,0.95,1.1,,,,,,,,,,,,,,,"ハナダイ,マトウダイ,ヘダイ",,,LT五目。他にハナダイ・マトウダイ・ヘダイ・サバ・アマダイ・クロムツ。 2 2隻の釣果。他にホウボウ・ミノカサゴ・クラカケ・イトヨリ・ミシマオコゼ・ワニゴチ・アカボラ・オニカサゴ。,,
庄治郎丸,平塚港,2024/02/03,1,0,タイ五目,タイ五目,メイン,アカイサキ,,,,,0,,,1.0,1.0,,,,,,,,,,,,,,,"ハナダイ,マトウダイ,ヘダイ",,,LT五目。他にハナダイ・マトウダイ・ヘダイ・サバ・アマダイ・クロムツ。 2 2隻の釣果。他にホウボウ・ミノカサゴ・クラカケ・イトヨリ・ミシマオコゼ・ワニゴチ・アカボラ・オニカサゴ。,,
庄治郎丸,平塚港,2024/02/03,2,0,アマダイ,アマダイ,メイン,アマダイ,,0,13,6.5,0,20,40,,,,,,,,,,,,,,,,,,,,,,
庄治郎丸,平塚港,2024/02/03,3,0,サワラ,サワラ,サブ,タチウオ,,16,42,29.0,0,114,114,,,テンヤ,,,,,,,,,,,,,,サワラ,,,ジギングで他にサワラ。,,
